Network,Program,Season,Campaign Type,Campaign Custom,Start Year,Start Month,Start Day,End Year,End Month,End Day,Campaign ID,Agency,Publisher,Buy Method,Inventory Type,Package Custom,Package ID,Episode Start,Episode End,Tentpole Details,Tactic,Device,Ad Type,Targeting Type 1,Targeting Type 2,Targeting Type 3,Targeting Type 4,Audience Type,Width,Height,Placement ID,Creative Group,Ad Custom,Ad ID,Creative Network,Creative Program,Creative Season,Creative Message,Creative Theme Custom,Creative Version Number,A/B Test Label,Video Length,Creative Start Month,Creative Start Day,Creative End Month,Creative End Day,Creative Id,Omniture Code
Nick Jr,Rusty Rivets,N/A,Tune-In,X,2017,09,06,2017,09,14,NKJ_RSRV_X_TI_X_20170906-20170914,ASG,Google Search,Dynamic CPC,Run of Site,Parents,NKJ_RSRV_X_ASG_GSRC_DCC_ROS_Parents,E01,E02,X,Search,Desktop/Mobile/Tablet,Text Link,Conquesting,None,None,None,Parents,1,1,NKJ_RSRV_X_X_ASG_SRC_DMT_GSRC_DCC_TXT_ROS_CQ-XX-XX-XX_Parents_1x1_0906-0914,Pre-Premiere,MC-0906-0914,NKJ_RSRV_X_PPR_GSRC_1x1_MC-0906-0914,N/A,N/A,N/A,Multiple Creative Rotation (tracking pixel),X,01,Not Applicable,15s,09,06,09,14,NKJ_RSRV_X_PPR_MC_X_01_XX_1x1_0906-0914,/?xid=crm_NKJ_RSRV_X_GSRC
