Network,Program,Season,Campaign Type,Campaign Custom,Start Year,Start Month,Start Day,End Year,End Month,End Day,Campaign ID,Agency,Publisher,Buy Method,Inventory Type,Package Custom,Package ID,Episode Start,Episode End,Tentpole Details,Tactic,Device,Ad Type,Targeting Type 1,Targeting Type 2,Targeting Type 3,Targeting Type 4,Audience Type,Width,Height,Placement ID,Creative Group,Ad Custom,Ad ID,Creative Network,Creative Program,Creative Season,Creative Message,Creative Theme Custom,Creative Version Number,A/B Test Label,Video Length,Creative Start Month,Creative Start Day,Creative End Month,Creative End Day,Creative Id,Omniture Code
MTV,Teen Mom 2,S08,Tune-In,X,2017,07,13,2017,08,07,MTV_TNM2_S08_TI_X_20170713-20170807,ASG,DBM,Dynamic CPM,Run of Exchange,X,MTV_TNM2_S08_ASG_GDBM_DCI_ROE_X,E01,E04,X,Video,Desktop/Mobile/Tablet,Non-Skippable Video,Behavioral,None,None,None,REVISED,,,MTV_TNM2_S08_E01-E04_ASG_VID_DMT_GDBM_DCI_NSV_ROE_BT-XX-XX-XX_REVISED_X_0713-0807,Sustaining,Native-MC-0721-0807,MTV_TNM2_S08_SUS_GDBM_X_Native-MC-0721-0807,N/A,N/A,N/A,Tonight,X,01,Not Applicable,30s,07,24,08,07,MTV_TNM2_S08_SUS_TN_X_01_XX_30s_0724-0807,/?xrs=crm_MTV_TNM2_S08_GDBM
